Record ID,Category,Prompt Preview,检查是否完成,是否存在Viewer失败项,是否待仿真,标注版本,零件拆分与活动属性是否合理,零件数量和种类是否符合描述,必要结构是否完整,几何形状、尺寸和比例是否合理,零件位置、朝向与装配关系是否合理,初始状态是否不存在非预期穿插、悬浮或脱离,父子关系与连接对象是否正确,活动零件是否具有对应的运动学关节,运动学关节类型是否正确,运动学关节的位置与轴向是否正确,运动学关节的运动范围是否合理,活动零件是否具有可信的实体连接或支撑结构,运动过程中是否不存在非预期穿模或几何干涉,多部件机构的连接与运动关系是否合理,Notes,Annotator,Legacy Failure Types,Legacy Source,Legacy Conversion Notes,Created At,Updated At
rec_display_freezer_with_sliding_glass_lids_1b524a9e5d934ff49e292e8dba5b660a,Display freezer with sliding glass lids,A convenience freezer with two glass top sliders and a side lock flap. The short insulated cabinet has two top lid panels moving on rails and a small lock co...,否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_display_freezer_with_sliding_glass_lids_254bdb1a218647c7964714d308084b3a,Display freezer with sliding glass lids,"A compact display freezer with two framed glass sliders, a deep tub body, and a small drain-cover flap near one lower corner, plus a side lock flap over the...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,wanglin,unreasonable_prompt,旧版350转换（有失败记录）,unreasonable_prompt 在新版中没有直接对应字段，仅保留旧标签和 Viewer 失败结论。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_display_freezer_with_sliding_glass_lids_447aef33d0e94477870b027d75357c47,Display freezer with sliding glass lids,"A supermarket island display freezer with two framed sliding glass lids over a long insulated tub, plus a side lock flap over the key cylinder. the lid panel...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,wanglin,unreasonable_prompt,旧版350转换（有失败记录）,unreasonable_prompt 在新版中没有直接对应字段，仅保留旧标签和 Viewer 失败结论。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_display_freezer_with_sliding_glass_lids_c7be55f32cfc45bf9430840382bb3731,Display freezer with sliding glass lids,"A convenience freezer with two top glass sliders and a narrow side lock flap over the key cylinder, plus a temperature-control knob on the end wall. the insu...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_dj_equipment_0004,DJ equipment,"A portable DJ controller with a compact flat-slab body, two small rectangular jog wheel discs on the left and right of the top surface each on a stub shaft,...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_dj_equipment_771e61c00b084274acd695df85f121bd,DJ equipment,"A Roland-style drum machine with a rectangular housing, sixteen velocity-sensitive pads in a four-by-four grid, and a rotary data encoder knob. Each pad comp...",否,,,old,满足,满足,满足,,,,满足,满足,,,,满足,,,,wanglin,invalid_axis_or_range,旧版350转换（有失败记录）,invalid_axis_or_range 无法区分轴向和范围，两个字段均标为待复核。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_dj_equipment_d017639ece7e4c4cb1226c8a891ac03e,DJ equipment,"A standalone all-in-one DJ controller with a wide rectangular housing, two jog wheels, a mixer section with channel faders, and two deck sections. Each jog w...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_dj_equipment_fe2c63a264dc451fafad5f73f95ddb21,DJ equipment,"A portable all-in-one DJ controller with a wide rectangular housing, two jog-wheel platters on revolute axles, a crossfader on a prismatic center slot, two c...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_dock_loading_ramp_5f7365fe8b8d4c5eb2e60c2ec6fcd900,Dock loading ramp,"A freestanding portable yard ramp with an inclined steel drive surface, two continuous side rails with cross-brace rungs, a horizontal platform at the top, a...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_dock_loading_ramp_abb346622d2545aa84f565b9562b878c,Dock loading ramp,"A ground-mounted tilt-deck dock plate with a flat steel platform on a central horizontal revolute hinge at a ground frame, and two support leg columns below...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,不满足,,,,wanglin,missing_dynamics,旧版350转换（有失败记录）,missing_dynamics 按旧标准语义映射到可信实体连接或支撑结构。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_dock_loading_ramp_e86896d4869a4a9b871e57cefbacbede,Dock loading ramp,A vertical-storing dock leveler with a flat rectangular deck that stores vertically. The deck pivots on a revolute hinge at the dock back edge from vertical...,否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,不满足,,,,wanglin,missing_dynamics; unreasonable_prompt,旧版350转换（有失败记录）,missing_dynamics 按旧标准语义映射到可信实体连接或支撑结构。；unreasonable_prompt 在新版中没有直接对应字段，仅保留旧标签和 Viewer 失败结论。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_drawer_cabinet_with_sliding_drawers_358a772fec944d368542b5c802165f08,Drawer cabinet with sliding drawers,"A workshop tool chest with a heavy steel body, six shallow drawers and two deep drawers, each on ball-bearing prismatic rails with recessed bar handles.",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_drawer_cabinet_with_sliding_drawers_38ea9563bc8a4d34b36c8892e51ce0e0,Drawer cabinet with sliding drawers,A wall-mounted key cabinet with a hinged outer door and a row of twenty mini-hook drawers inside. The outer door opens on a revolute hinge at its vertical le...,否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_drawer_cabinet_with_sliding_drawers_ab198bb7cf874fe78324067ad88f39bf,Drawer cabinet with sliding drawers,A modular stacking single-drawer storage unit with a rectangular body and one wide pull-out drawer. The drawer slides prismatically on guide rails. The unit...,否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_drawer_cabinet_with_sliding_drawers_bf398a85e67f45469cfff19a88fed0dc,Drawer cabinet with sliding drawers,"A dresser chest with a wide rectangular wooden body and four equal-depth drawer boxes stacked vertically, each sliding on prismatic wooden runner guides with...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_drawer_cabinet_with_sliding_drawers_dcb143c2511744ba867d83d56a4b39bd,Drawer cabinet with sliding drawers,"A wooden dresser with a wide rectangular carcass and five stacked drawers, each on prismatic guide rails with round knob handles.",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_drawer_cabinet_with_sliding_drawers_e167fa7550944ce099e87f6f449f2d5d,Drawer cabinet with sliding drawers,An under-desk three-drawer mobile pedestal on four casters. Three equal-height drawers each slide prismatically on full-extension guide rails. The top surfac...,否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_drawer_cabinet_with_sliding_drawers_ed911543e2b74804b0131908b6f8d864,Drawer cabinet with sliding drawers,"A bedside drawer cabinet with three front drawers and a hinged top compartment lid above them. The three drawers slide prismatically on straight guides, and...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_drawer_cabinet_with_sliding_drawers_f71e480324974f58922793596a9108a9,Drawer cabinet with sliding drawers,A kitchen base cabinet with a countertop slab and four front drawers of increasing depth from top to bottom. The four drawers slide prismatically on their ow...,否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_drillpress_tilt_table_2fe92880a3e443b29d4b695f1838cce2,Drill-press tilt table,"A magnetic-base drill stand with a rectangular electromagnetic base plate, a telescoping vertical column extending on a prismatic joint from the base, and a...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_drillpress_tilt_table_50bb45edaa61432b8aefc93ce028bf21,Drill-press tilt table,"A radial-arm drill press with a round column, a horizontal arm that swings on a revolute joint at the column top, a head unit sliding on a prismatic joint al...",否,,,old,满足,不满足,不满足,,,,满足,满足,,满足,满足,满足,,,,wanglin,missing_part; unreasonable_prompt,旧版350转换（有失败记录）,missing_part → 零件数量和种类、必要结构均标为不满足。；unreasonable_prompt 在新版中没有直接对应字段，仅保留旧标签和 Viewer 失败结论。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_drillpress_tilt_table_9618ff11322d489c9be8e0b0e89df968,Drill-press tilt table,"A floor-standing heavy drill press with a round column, a fixed base, a height-adjustable tilting table, and a quill-feed spindle head. The table slides pris...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,不满足,,,,wanglin,missing_dynamics,旧版350转换（有失败记录）,missing_dynamics 按旧标准语义映射到可信实体连接或支撑结构。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_drillpress_tilt_table_dd474eb0620747ec9031edcd8e0fd225,Drill-press tilt table,"A floor drill press with a tall column, a round work table, and a three-spoke feed handle at the side of the head. The work table slides prismatically along...",否,,,old,满足,不满足,不满足,,,,满足,满足,,满足,满足,满足,,,,wanglin,missing_part; unreasonable_prompt,旧版350转换（有失败记录）,missing_part → 零件数量和种类、必要结构均标为不满足。；unreasonable_prompt 在新版中没有直接对应字段，仅保留旧标签和 Viewer 失败结论。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
